ROAD,TOWN,POSTCODE,USE,X,Y
BALLYWOOLEN ROAD,CASTLEROCK,BT51 4XQ,RESIDENTIAL,279653,434904
BALLYWOOLEN ROAD,CASTLEROCK,BT51 4XQ,UNKNOWN,279653,434904
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277143,435750
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277162,435789
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277199,435782
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277228,435759
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277264,435731
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277242,435705
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277217,435728
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277191,435750
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277167,435733
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277191,435715
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277221,435698
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277194,435671
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277169,435691
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277146,435711
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277131,435758
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277157,435700
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277154,435774
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277186,435793
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277213,435770
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277242,435748
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277258,435715
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277227,435718
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277203,435741
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277180,435758
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277178,435723
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277205,435708
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277211,435678
THE FAIRWAYS,CASTLEROCK,BT51 4XR,RESIDENTIAL,277178,435683
STRANDVIEW COTTAGES,CASTLEROCK,BT51 4XS,UNKNOWN,276889,436098
STRANDVIEW COTTAGES,CASTLEROCK,BT51 4XS,RESIDENTIAL,276907,436089
DUNBOE CRESCENT,ARTICLAVE,BT51 4XT,RESIDENTIAL,278082,433867
DUNBOE CRESCENT,ARTICLAVE,BT51 4XT,RESIDENTIAL,278089,433886
DUNBOE CRESCENT,ARTICLAVE,BT51 4XT,RESIDENTIAL,278106,433843
DUNBOE CRESCENT,ARTICLAVE,BT51 4XT,RESIDENTIAL,278103,433837
DUNBOE CRESCENT,ARTICLAVE,BT51 4XT,RESIDENTIAL,278094,433826
DUNBOE CRESCENT,ARTICLAVE,BT51 4XT,RESIDENTIAL,278090,433822
DUNBOE CRESCENT,ARTICLAVE,BT51 4XT,RESIDENTIAL,278080,433861
DUNBOE CRESCENT,ARTICLAVE,BT51 4XT,RESIDENTIAL,278062,433852
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277191,435637
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277196,435618
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277219,435617
BELVEDERE PARK,CASTLEROCK,BT51 4XW,RESIDENTIAL,277237,435615
BELVEDERE PARK,CASTLEROCK,BT51 4XW,UNKNOWN,277197,435590
MUSSENDEN GROVE,ARTICLAVE,BT51 4XX,RESIDENTIAL,277990,433958
MUSSENDEN GROVE,ARTICLAVE,BT51 4XX,RESIDENTIAL,277976,434038
MUSSENDEN GROVE,ARTICLAVE,BT51 4XX,RESIDENTIAL,277985,434004
MUSSENDEN GROVE,ARTICLAVE,BT51 4XX,RESIDENTIAL,277968,433990
MUSSENDEN GROVE,ARTICLAVE,BT51 4XX,RESIDENTIAL,277967,433971
MUSSENDEN GROVE,ARTICLAVE,BT51 4XX,RESIDENTIAL,278002,433967
MUSSENDEN GROVE,ARTICLAVE,BT51 4XX,RESIDENTIAL,277980,434019
MUSSENDEN GROVE,ARTICLAVE,BT51 4XX,RESIDENTIAL,278010,433978
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277997,434067
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277994,434081
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277986,434093
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277976,434101
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277952,434132
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277894,434138
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277966,434110
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277934,434166
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277943,434175
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277991,434139
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277983,434150
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,UNKNOWN,277952,434132
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277953,434134
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277973,434164
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277957,434174
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277931,434103
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277923,434154
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277904,434124
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277996,434128
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277959,434123
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277946,434109
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,RESIDENTIAL,277908,434151
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277378,436068
ALTIKEERAGH ROAD,COLERAINE,BT51 4SH,RESIDENTIAL,275468,433884
ALTIKEERAGH ROAD,COLERAINE,UNKNOWN,RESIDENTIAL,275386,432191
ARDINA ROAD,ARTICLAVE,BTXX XXX,COMMERCIAL,278893,434667
ARDINA ROAD,ARTICLAVE,BT51 4XH,RESIDENTIAL,278867,434663
ARDINA ROAD,ARTICLAVE,BTXX XXX,COMMERCIAL,278548,434342
ARTIDILLON ROAD,CASTLEROCK,BT51 4SP,RESIDENTIAL,275812,433262
BABINGTON TERRACE,CASTLEROCK,BT51 4RD,RESIDENTIAL,277164,436139
BABINGTON TERRACE,CASTLEROCK,BT51 4RD,RESIDENTIAL,277164,436139
BABINGTON TERRACE,CASTLEROCK,BT51 4RD,RESIDENTIAL,277164,436139
BALLYHACKETT ROAD,CASTLEROCK,BTXX XXX,COMMERCIAL,274832,434558
BALLYMADIGAN ROAD,CASTLEROCK,BT51 4RR,RESIDENTIAL,276512,434961
BALLYWOODOCK ROAD,CASTLEROCK,BT51 4RX,RESIDENTIAL,275596,434728
BALLYWOODOCK ROAD,CASTLEROCK,BT51 4RT,RESIDENTIAL,275640,434640
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,RESIDENTIAL,277034,435576
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,RESIDENTIAL,277063,435537
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,RESIDENTIAL,277037,435504
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,RESIDENTIAL,277091,435493
CASTLEWALK,CASTLEROCK,BT51 4TP,COMMERCIAL,277310,435895
CHURCH PASS,CASTLEROCK,BTXX XXX,COMMERCIAL,275925,434492
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278251,433771
DUNBOE ROAD,CASTLEROCK,BT51 4TB,RESIDENTIAL,276985,434462
FREEHALL ROAD,CASTLEROCK,BT51 4TR,COMMERCIAL,277198,436048
GLEBE ROAD,CASTLEROCK,BT51 4SW,RESIDENTIAL,276298,433219
GLEBE ROAD,CASTLEROCK,BT51 4SW,RESIDENTIAL,276298,433219
GLEBE ROAD,COLERAINE,BT51 4LD,RESIDENTIAL,276580,432556
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277616,435559
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,COMMERCIAL,278018,434194
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278031,434062
SCHOOL LANE,CASTLEROCK,BT51 4RJ,COMMERCIAL,276783,435975
PROMENADE,CASTLEROCK,BT51 4RE,COMMERCIAL,277425,436157
SEA ROAD,CASTLEROCK,BT51 4TN,COMMERCIAL,277353,435916
SEA ROAD,CASTLEROCK,BT51 4TN,RESIDENTIAL,277369,435904
SEA ROAD,CASTLEROCK,BT51 4TN,RESIDENTIAL,277369,435904
SEA ROAD,CASTLEROCK,BT51 4TW,RESIDENTIAL,277222,434902
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274451,436032
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274451,436032
SEACOAST ROAD,CASTLEROCK,BT51 4SD,RESIDENTIAL,274451,436032
SEACOAST ROAD,CASTLEROCK,BT51 4SD,COMMERCIAL,274451,436032
SOLITUDE PARK,CASTLEROCK,BT51 4RG,RESIDENTIAL,276725,436172
SOLITUDE PARK,CASTLEROCK,BT51 4RG,RESIDENTIAL,276725,436172
SOLITUDE PARK,CASTLEROCK,BT51 4RG,COMMERCIAL,276725,436172
SOLITUDE PARK,CASTLEROCK,BT51 4RG,RESIDENTIAL,276725,436172
ST. PAULS ROAD,ARTICLAVE,BT51 4UW,COMMERCIAL,278385,433912
ST. PAULS ROAD,ARTICLAVE,BT51 4UW,COMMERCIAL,278385,433912
ST. PAULS ROAD,ARTICLAVE,BT51 4UP,COMMERCIAL,278469,433804
MAIN STREET,CASTLEROCK,BT51 4RF,RESIDENTIAL,277126,436230
MAIN STREET,CASTLEROCK,BT51 4RF,RESIDENTIAL,277349,436112
ISLAY COURT,CASTLEROCK,BT51 4PZ,RESIDENTIAL,277616,435943
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277230,436104
BALLYSTRONE ROAD,COLERAINE,BT51 4JF,COMMERCIAL,280521,429319
BALLYSTRONE ROAD,COLERAINE,BT51 4JF,RESIDENTIAL,280521,429319
BALLYSTRONE ROAD,COLERAINE,BT51 4JF,COMMERCIAL,280521,429319
BALLYWOOLEN ROAD,CASTLEROCK,BT51 4XQ,RESIDENTIAL,280120,434949
DUNHILL ROAD,COLERAINE,BT51 4JA,COMMERCIAL,278494,427319
DUNHILL ROAD,COLERAINE,BT51 4JA,COMMERCIAL,278494,427319
FORMOYLE ROAD,COLERAINE,BT51 4JP,RESIDENTIAL,277069,428565
FORMOYLE ROAD,COLERAINE,BT51 4JP,COMMERCIAL,277135,428560
GREEN ROAD,COLERAINE,BT51 4LX,COMMERCIAL,280477,432723
ISLE ROAD,COLERAINE,BT51 4JH,RESIDENTIAL,279265,427986
SCONCE ROAD,ARTICLAVE,BT51 4JU,RESIDENTIAL,276803,431084
SCONCE ROAD,ARTICLAVE,BT51 4UR,RESIDENTIAL,276874,430664
SCONCE ROAD,ARTICLAVE,BT51 4UR,RESIDENTIAL,278387,433812
SCONCE ROAD,ARTICLAVE,BT51 4UR,RESIDENTIAL,278387,433812
CAM LANE,COLERAINE,BT51 4PU,RESIDENTIAL,279848,424042
CAM ROAD,COLERAINE,BT51 4PX,COMMERCIAL,278033,424065
CAM ROAD,COLERAINE,BT51 4PX,RESIDENTIAL,278033,424065
SHINNY ROAD,COLERAINE,BT51 4PT,RESIDENTIAL,279811,425398
SHINNY ROAD,COLERAINE,BT51 4PT,RESIDENTIAL,279811,425398
SHINNY ROAD,COLERAINE,BT51 4PT,RESIDENTIAL,279811,425398
SHINNY ROAD,COLERAINE,BT51 4PT,RESIDENTIAL,279811,425398
GORTREE PARK,CASTLEROCK,BT51 4RN,RESIDENTIAL,277057,435694
GORTREE PARK,CASTLEROCK,BT51 4RN,RESIDENTIAL,277057,435694
GORTREE PARK,CASTLEROCK,BT51 4RN,RESIDENTIAL,277062,435701
GORTREE PARK,CASTLEROCK,BT51 4RN,RESIDENTIAL,277062,435701
GORTREE PARK,CASTLEROCK,BT51 4TT,RESIDENTIAL,277099,435792
GORTREE PARK,CASTLEROCK,BT51 4TT,RESIDENTIAL,277099,435792
GORTREE PARK,CASTLEROCK,BT51 4TT,RESIDENTIAL,277100,435801
GORTREE PARK,CASTLEROCK,BT51 4TT,RESIDENTIAL,277100,435801
SEA ROAD,CASTLEROCK,BT51 4TW,COMMERCIAL,277300,435657
SEA ROAD,CASTLEROCK,BT51 4TW,UNKNOWN,277300,435657
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277051,436178
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277058,436233
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277059,436176
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277075,436221
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277076,436168
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277086,436162
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277087,436209
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277101,436162
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277110,436158
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277139,436200
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277169,436184
MAIN STREET,CASTLEROCK,BTXX XXX,UNKNOWN,276799,436301
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,276863,436239
OCEAN VIEW,CASTLEROCK,BTXX XXX,UNKNOWN,276832,436271
OCEAN VIEW,CASTLEROCK,BTXX XXX,UNKNOWN,276832,436271
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,276876,436237
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,276884,436175
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,276894,436234
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,276900,436145
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,276933,436220
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,276943,436261
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,276987,436249
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277004,436189
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277005,436250
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277028,436192
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277037,436188
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277175,436131
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277180,436128
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277192,436121
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277198,436190
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277206,436114
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277214,436111
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277230,436104
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277237,436100
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277251,436095
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277257,436092
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277268,436135
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277276,436087
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277288,436130
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277292,436062
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277293,436082
MAIN STREET,CASTLEROCK,BT51 4RA,COMMERCIAL,277296,436073
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277297,436131
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277316,436068
MAIN STREET,CASTLEROCK,BT51 4RA,COMMERCIAL,277316,436121
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277342,436114
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277346,436050
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277375,436076
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277378,436068
MAIN STREET,CASTLEROCK,BT51 4RA,COMMERCIAL,277384,436068
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277372,436038
MAIN STREET,CASTLEROCK,BT51 4RA,COMMERCIAL,276967,436206
MAIN STREET,CASTLEROCK,BT51 4RA,COMMERCIAL,277320,436067
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277296,436073
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277131,436161
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277131,436161
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277131,436161
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277131,436161
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277131,436161
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277131,436161
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277124,436164
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277320,436067
MAIN STREET,CASTLEROCK,BT51 4RA,UNKNOWN,277124,436164
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277228,436157
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277228,436157
MAIN STREET,CASTLEROCK,BT51 4RA,RESIDENTIAL,277366,436074
MAIN STREET,CASTLEROCK,BT51 4RA,COMMERCIAL,277366,436074
ALTIKEERAGH ROAD,COLERAINE,BT51 4SR,RESIDENTIAL,275434,433027
ALTIKEERAGH ROAD,COLERAINE,BT51 4ST,RESIDENTIAL,275386,432191
BALLYHACKETT LANE,CASTLEROCK,BT51 4SU,UNKNOWN,275056,433066
BALLYHACKETT LANE,CASTLEROCK,BT51 4SU,UNKNOWN,275056,433066
BALLYHACKETT LANE,CASTLEROCK,BT51 4SU,UNKNOWN,275056,433066
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,RESIDENTIAL,277061,435605
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,RESIDENTIAL,277033,435562
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,RESIDENTIAL,277028,435546
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,RESIDENTIAL,277097,435528
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,UNKNOWN,277068,435550
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,UNKNOWN,277068,435550
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,UNKNOWN,277068,435550
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,UNKNOWN,277068,435550
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,UNKNOWN,277068,435550
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,UNKNOWN,277068,435550
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,UNKNOWN,277068,435550
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,UNKNOWN,277068,435550
BELVEDERE AVENUE,CASTLEROCK,BT51 4XD,UNKNOWN,277068,435550
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278209,433774
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278213,433779
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278244,433756
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278229,433743
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278223,433739
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278192,433771
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278188,433766
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278175,433755
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278190,433733
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278212,433728
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278205,433728
FORMOYLE ROAD,COLERAINE,BT51 4JF,RESIDENTIAL,280521,429319
GLEBE ROAD,CASTLEROCK,BT51 4SW,RESIDENTIAL,276619,433124
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277471,436151
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277477,436149
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277471,436151
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277477,436149
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277477,436149
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277471,436151
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277471,436151
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277477,436149
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277477,436149
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277472,436122
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277471,436114
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277472,436122
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277472,436122
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277471,436114
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277471,436114
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277472,436122
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277472,436122
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277471,436114
INNIS COURT,CASTLEROCK,BT51 4QA,RESIDENTIAL,277471,436114
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,277940,434069
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,277927,434065
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278031,434062
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,277952,434035
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,277907,434018
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,277937,434036
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,UNKNOWN,278031,434062
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,277941,434017
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,277943,434002
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,UNKNOWN,278031,434062
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,UNKNOWN,277944,433988
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,UNKNOWN,278031,434062
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,277940,433974
ISLAY COURT,CASTLEROCK,BT51 4PZ,RESIDENTIAL,277692,435895
KNOCKNOUGHER ROAD,COLERAINE,BT51 4LA,RESIDENTIAL,275429,431117
MUSSENDEN VIEW,ARTICLAVE,BT51 4NZ,RESIDENTIAL,278330,434080
MUSSENDEN VIEW,ARTICLAVE,BT51 4NZ,RESIDENTIAL,278339,434094
MUSSENDEN VIEW,ARTICLAVE,BT51 4NZ,RESIDENTIAL,278352,434176
MUSSENDEN VIEW,ARTICLAVE,BT51 4NZ,RESIDENTIAL,278366,434167
MUSSENDEN VIEW,ARTICLAVE,BT51 4NZ,RESIDENTIAL,278382,434151
MUSSENDEN VIEW,ARTICLAVE,BT51 4NZ,RESIDENTIAL,278377,434155
MUSSENDEN VIEW,ARTICLAVE,BT51 4NZ,RESIDENTIAL,278360,434123
MUSSENDEN VIEW,ARTICLAVE,BT51 4NZ,RESIDENTIAL,278346,434176
MUSSENDEN VIEW,ARTICLAVE,BT51 4NZ,RESIDENTIAL,278331,434134
MUSSENDEN CRESCENT,ARTICLAVE,BT51 4XY,UNKNOWN,277916,434116
MUSSENDEN GROVE,ARTICLAVE,BT51 4XX,UNKNOWN,278008,434031
